"Step","num_layers: 8 - Test/RangeResNorm","num_layers: 8 - Test/RangeResNorm__MIN","num_layers: 8 - Test/RangeResNorm__MAX","num_layers: 7 - Test/RangeResNorm","num_layers: 7 - Test/RangeResNorm__MIN","num_layers: 7 - Test/RangeResNorm__MAX","num_layers: 6 - Test/RangeResNorm","num_layers: 6 - Test/RangeResNorm__MIN","num_layers: 6 - Test/RangeResNorm__MAX","num_layers: 5 - Test/RangeResNorm","num_layers: 5 - Test/RangeResNorm__MIN","num_layers: 5 - Test/RangeResNorm__MAX","num_layers: 4 - Test/RangeResNorm","num_layers: 4 - Test/RangeResNorm__MIN","num_layers: 4 - Test/RangeResNorm__MAX","num_layers: 3 - Test/RangeResNorm","num_layers: 3 - Test/RangeResNorm__MIN","num_layers: 3 - Test/RangeResNorm__MAX","num_layers: 2 - Test/RangeResNorm","num_layers: 2 - Test/RangeResNorm__MIN","num_layers: 2 - Test/RangeResNorm__MAX","num_layers: 1 - Test/RangeResNorm","num_layers: 1 - Test/RangeResNorm__MIN","num_layers: 1 - Test/RangeResNorm__MAX"
"32","0.7331926971673965","0.6928068399429321","0.759512722492218","0.7169455736875534","0.6951659917831421","0.7518607974052429","0.6288013607263565","0.45443713665008545","0.7062308192253113","0.6402616649866104","0.585198700428009","0.6759653091430664","0.501329280436039","0.39749887585639954","0.660646378993988","0.4699266478419304","0.3528846204280853","0.6114998459815979","0.3190121278166771","0.2957804203033447","0.35717910528182983","0.1942354254424572","0.16258075833320618","0.21969038248062134"
"33","0.7239384204149246","0.6944631934165955","0.7472591996192932","0.7169313132762909","0.6985788345336914","0.749177098274231","0.6301102042198181","0.47950243949890137","0.6898236274719238","0.6524720638990402","0.6351367831230164","0.6734236478805542","0.5231611281633377","0.4186086654663086","0.6686617732048035","0.49184921383857727","0.3641188442707062","0.6252064108848572","0.3289467766880989","0.30431345105171204","0.3699136972427368","0.1959126926958561","0.16571857035160065","0.22085322439670563"
"34","0.7250545471906662","0.6964894533157349","0.7544538974761963","0.717289075255394","0.7033011317253113","0.7522228360176086","0.6413605213165283","0.5180950164794922","0.6966107487678528","0.6655317693948746","0.6397173404693604","0.6873839497566223","0.5426663905382156","0.4393444359302521","0.671715259552002","0.513563297688961","0.37486234307289124","0.6269404888153076","0.33939994871616364","0.31276601552963257","0.3885008692741394","0.19756504520773888","0.16739696264266968","0.22293075919151306"
"35","0.7276234924793243","0.6842360496520996","0.7601692080497742","0.7208900898694992","0.6938480734825134","0.7505156993865967","0.6508854627609253","0.5637637376785278","0.6927585005760193","0.6777528822422028","0.6320939660072327","0.7223279476165771","0.5622144713997841","0.4757063388824463","0.6665458679199219","0.5412476137280464","0.39139512181282043","0.6330469846725464","0.3541105315089226","0.31487318873405457","0.4074890613555908","0.19952628016471863","0.16911379992961884","0.2245274931192398"
"36","0.7374558001756668","0.7131308317184448","0.7619770765304565","0.7209939956665039","0.68755042552948","0.7552664279937744","0.663994312286377","0.597820520401001","0.6987491250038147","0.6762448698282242","0.6365507245063782","0.7260019779205322","0.5802659690380096","0.500061571598053","0.6682023406028748","0.55974892526865","0.4098092019557953","0.631414532661438","0.37072572857141495","0.3172256350517273","0.4353100657463074","0.20107664912939072","0.17295804619789124","0.22589410841464996"
"37","0.7399945706129074","0.7110739350318909","0.77154141664505","0.7235037535429001","0.6891836524009705","0.7561564445495605","0.6730901896953583","0.6365929245948792","0.7067599892616272","0.6766245365142822","0.6393770575523376","0.7271209955215454","0.5999090373516083","0.5328812003135681","0.6734029054641724","0.5768032073974609","0.43098169565200806","0.6276978850364685","0.38528475910425186","0.3199467062950134","0.451073557138443","0.20250004157423973","0.1724736988544464","0.22995799779891968"
"38","0.7281509339809418","0.70110684633255","0.7573674321174622","0.7195485681295395","0.6893079876899719","0.7508624792098999","0.6810394823551178","0.6601230502128601","0.704777181148529","0.6760583370923996","0.6329920887947083","0.7311069965362549","0.6152175813913345","0.5500476956367493","0.6702274084091187","0.5859805047512054","0.44417691230773926","0.6368662118911743","0.40906042605638504","0.32300931215286255","0.4827275574207306","0.20471835508942604","0.1750146746635437","0.23348811268806458"
"39","0.7444267570972443","0.6992455124855042","0.7666455507278442","0.7218279391527176","0.6943608522415161","0.7617062330245972","0.689244881272316","0.6779300570487976","0.7034747004508972","0.6783162951469421","0.6354950070381165","0.7249351739883423","0.6291740983724594","0.5783594250679016","0.6739029288291931","0.5975030809640884","0.4744444489479065","0.6496438384056091","0.42309092730283737","0.32654890418052673","0.5020070672035217","0.20571733266115189","0.1762758493423462","0.23643013834953308"
"40","0.7379225790500641","0.6954309940338135","0.764033317565918","0.7300612926483154","0.6957906484603882","0.7609138488769531","0.6893025487661362","0.6807053089141846","0.704634964466095","0.6802222430706024","0.6387141942977905","0.7216901183128357","0.6429350674152374","0.5954479575157166","0.6722670197486877","0.6095135509967804","0.5038890242576599","0.6552194952964783","0.44555942714214325","0.3311370015144348","0.5282918810844421","0.20824146643280983","0.1772114336490631","0.24186541140079498"
"41","0.743632435798645","0.7196702361106873","0.763471782207489","0.7270312309265137","0.6997156143188477","0.7512977123260498","0.6901507526636124","0.6844013929367065","0.7045779824256897","0.6820276975631714","0.6388667225837708","0.726123571395874","0.6506159454584122","0.6083149909973145","0.6773907542228699","0.6205568760633469","0.5203267931938171","0.6759275197982788","0.4658106863498688","0.33620989322662354","0.5523025989532471","0.21029477193951607","0.17788511514663696","0.2476883828639984"
"42","0.74956214427948","0.703101634979248","0.7731441259384155","0.7364021837711334","0.7101936340332031","0.7588298916816711","0.6919309049844742","0.6794828176498413","0.6993504166603088","0.6809995919466019","0.6433687806129456","0.7230826616287231","0.6572824418544769","0.6202747225761414","0.6764828562736511","0.6289827823638916","0.543314516544342","0.6742101311683655","0.48088665306568146","0.3425998091697693","0.5712501406669617","0.21145744249224663","0.17959922552108765","0.2515260875225067"
"43","0.744810163974762","0.7084747552871704","0.7690194845199585","0.7364140748977661","0.7118006348609924","0.7621904611587524","0.6918349415063858","0.6823878884315491","0.7024848461151123","0.681907132267952","0.6418581604957581","0.7242087721824646","0.6615085005760193","0.6350308656692505","0.6794298887252808","0.6342866718769073","0.5721068978309631","0.6748360395431519","0.5021241754293442","0.34903430938720703","0.593075692653656","0.2149593010544777","0.18043245375156403","0.2611960172653198"
"44","0.7544437348842621","0.7220937013626099","0.7756913304328918","0.7313056439161301","0.7180064916610718","0.7426609396934509","0.689763754606247","0.6791340708732605","0.7035579681396484","0.6851470768451691","0.6375746726989746","0.7295717000961304","0.6623059809207916","0.6406956911087036","0.6860818266868591","0.639648050069809","0.5999031066894531","0.6720296740531921","0.5139579474925995","0.3577693700790405","0.6034847497940063","0.21667631715536118","0.18127766251564026","0.2655477821826935"
"45","0.7564251273870468","0.721857488155365","0.7836716175079346","0.7289123684167862","0.7204434871673584","0.7401270866394043","0.6931803822517395","0.6773802042007446","0.7027493715286255","0.6867546439170837","0.6398206949234009","0.7316832542419434","0.6660326570272446","0.651667058467865","0.6882137656211853","0.6422789990901947","0.6180920004844666","0.6709957122802734","0.531592883169651","0.3668636381626129","0.6223663091659546","0.21873261034488678","0.18174971640110016","0.27474212646484375"
"46","0.7531017512083054","0.7154518961906433","0.7878485918045044","0.7173540443181992","0.7047154903411865","0.7386409640312195","0.6924581974744797","0.6772790551185608","0.7077969312667847","0.6872452348470688","0.6448125839233398","0.736606776714325","0.6645510494709015","0.6491662263870239","0.6858509182929993","0.643767923116684","0.6185882687568665","0.676149308681488","0.5455429702997208","0.37803441286087036","0.6322996020317078","0.22269565984606743","0.18303009867668152","0.2849799394607544"
"47","0.7565371841192245","0.7145912051200867","0.7823140621185303","0.7299900650978088","0.7179350256919861","0.7486005425453186","0.6979413479566574","0.6808894276618958","0.7145121693611145","0.6856988370418549","0.6435434222221375","0.7340478301048279","0.6681049764156342","0.655630350112915","0.687961220741272","0.6470730751752853","0.6272068023681641","0.6696969866752625","0.5512266978621483","0.38690903782844543","0.6306518912315369","0.22492554783821106","0.18389351665973663","0.2925553619861603"
"48","0.755306601524353","0.7222609519958496","0.7794607281684875","0.7353890240192413","0.7118228673934937","0.750779390335083","0.7000119984149933","0.6914097666740417","0.71170574426651","0.6842427402734756","0.6426033973693848","0.7323917746543884","0.667709082365036","0.6504977345466614","0.6826704740524292","0.6560669392347336","0.6300777196884155","0.6739041805267334","0.5634339079260826","0.4020772874355316","0.6356056332588196","0.22811299934983253","0.18449696898460388","0.3029233515262604"
"49","0.7638791501522064","0.7319839000701904","0.7826261520385742","0.7384804338216782","0.7183037400245667","0.7515054941177368","0.6970489770174026","0.6813640594482422","0.7146819233894348","0.6827879399061203","0.6407796740531921","0.735698938369751","0.6717680990695953","0.6586242914199829","0.6863382458686829","0.6606071144342422","0.6346725821495056","0.676455557346344","0.5698360204696655","0.4142487049102783","0.6448504328727722","0.23162775486707687","0.18611928820610046","0.31296074390411377"
"50","0.74570432305336","0.7217941880226135","0.7747272849082947","0.7409479469060898","0.7211202383041382","0.7601681351661682","0.7038338631391525","0.6779376864433289","0.7325450778007507","0.6904085278511047","0.6469855308532715","0.7345025539398193","0.674125149846077","0.6562668085098267","0.6858885884284973","0.6626826822757721","0.6340758204460144","0.6773340702056885","0.5753926262259483","0.42858895659446716","0.6476609110832214","0.23470403254032135","0.186629518866539","0.3256520926952362"
